id,name,host_name,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365,latitude,longitude,area_type
1557,City Stay - Paharganj,Nisha Jain,Paharganj,Private room,1850,1,15,0.53,208,28.642735,77.202831,Dense/Chawl-type Area
1558,Cozy Greater Kailash Studio,Megha Bansal,Greater Kailash,Shared room,2200,2,33,0.16,322,28.551567,77.23336,Developed Residential
1559,Modern Stay near Noida Sector 75,Simran Sharma,Noida Sector 75,Entire home/apt,2700,7,31,0.2,262,28.57578,77.389291,Developed Residential
1560,Modern Stay near Old Delhi,Amit Sharma,Old Delhi,Entire home/apt,1850,14,24,0.7,313,28.653034,77.216939,Dense/Chawl-type Area
1561,Budget Stay around Ghaziabad Indirapuram,Manish Mehta,Ghaziabad Indirapuram,Private room,1400,2,9,0.84,295,28.644126,77.37297,Developed Residential
1562,City Stay - Ghaziabad Vaishali,Priya Kapoor,Ghaziabad Vaishali,Entire home/apt,1750,1,1,0.53,207,28.650131,77.342026,Market Area
1563,Comfortable Home in Gurgaon Cyber City,Varun Saini,Gurgaon Cyber City,Entire home/apt,4000,1,14,0.07,38,28.496386,77.09492,Corporate/Developed Area
1564,Cozy Ghaziabad Indirapuram Studio,Pooja Saini,Ghaziabad Indirapuram,Entire home/apt,2500,14,56,0.87,318,28.650164,77.368107,Developed Residential
1565,Modern Stay near Connaught Place,Karan Malhotra,Connaught Place,Entire home/apt,4000,1,26,0.36,279,28.636871,77.218926,Market Area
1566,Family Home in Dwarka,Deepak Kumar,Dwarka,Hotel room,1950,3,72,0.53,146,28.593862,77.04796,Developed Residential
1567,Comfortable Home in Chattarpur,Simran Saini,Chattarpur,Private room,1650,5,11,0.23,31,28.501829,77.179256,Green & Peaceful
1568,Modern Stay near Gurgaon DLF Phase 2,Manish Mishra,Gurgaon DLF Phase 2,Private room,2800,1,13,1.19,96,28.476077,77.088655,Market Area
1569,Family Home in Janakpuri,Deepak Saini,Janakpuri,Private room,1250,1,49,0.48,128,28.626605,77.092695,Developed Residential
1570,Modern Stay near Aerocity,Priya Kumar,Aerocity,Private room,3200,3,11,0.29,335,28.540288,77.079328,Developed Residential
1571,Peaceful Retreat near Old Delhi,Priya Mehta,Old Delhi,Private room,1150,2,35,0.67,183,28.662128,77.253082,Dense/Chawl-type Area
1572,City Stay - South Extension,Simran Singh,South Extension,Private room,2600,5,13,0.89,299,28.565245,77.226156,Market Area
1573,Bright Apartment in Gurgaon Sector 47,Deepak Singh,Gurgaon Sector 47,Private room,2350,1,24,0.37,317,28.427841,77.036922,Developed Residential
1574,Comfortable Home in Noida Sector 137,Manish Kumar,Noida Sector 137,Entire home/apt,1900,3,91,0.62,196,28.512777,77.39745,Developed Residential
1575,Private Room near Gurgaon Golf Course Road,Rohit Kapoor,Gurgaon Golf Course Road,Entire home/apt,4000,1,26,0.58,143,28.456821,77.09951,Developed Residential
1576,Private Room near Saket,Pooja Saini,Saket,Entire home/apt,4000,3,25,0.09,257,28.517472,77.199406,Developed Residential
1577,Cozy Mahipalpur Studio,Riya Singh,Mahipalpur,Private room,1100,1,23,0.52,178,28.544284,77.137857,Dense/Chawl-type Area
1578,Modern Stay near Greater Kailash,Amit Agarwal,Greater Kailash,Private room,2050,5,45,0.72,132,28.54718,77.237124,Developed Residential
1579,Family Home in Noida Sector 75,Priya Mishra,Noida Sector 75,Entire home/apt,2450,5,7,0.61,346,28.56482,77.386583,Developed Residential
1580,Modern Stay near Noida Sector 137,Varun Gupta,Noida Sector 137,Private room,2000,3,5,0.39,279,28.507439,77.415874,Developed Residential
1581,Modern Stay near Vikaspuri,Deepak Verma,Vikaspuri,Entire home/apt,2200,3,9,0.11,202,28.635497,77.078225,Developed Residential
1582,Peaceful Retreat near Mahipalpur,Arjun Agarwal,Mahipalpur,Private room,1500,1,17,0.23,365,28.553986,77.134572,Dense/Chawl-type Area
1583,City Stay - Karol Bagh,Shreya Kumar,Karol Bagh,Private room,1250,2,103,0.39,175,28.645736,77.192641,Market Area
1584,Modern Stay near Noida Sector 75,Shreya Sharma,Noida Sector 75,Private room,1400,7,124,1.61,204,28.557544,77.39444,Developed Residential
1585,Cozy Rajendra Place Studio,Ankit Mishra,Rajendra Place,Entire home/apt,3500,7,12,1.8,310,28.639362,77.1792,Developed Residential
1586,Bright Apartment in Chattarpur,Karan Chauhan,Chattarpur,Private room,1700,4,29,0.22,152,28.51211,77.171424,Green & Peaceful
1587,Modern Stay near Lajpat Nagar,Manish Saini,Lajpat Nagar,Private room,2250,2,82,0.42,56,28.571553,77.235576,Market Area
1588,Cozy Aerocity Studio,Priya Mishra,Aerocity,Entire home/apt,4000,1,15,0.68,218,28.551198,77.091438,Developed Residential
1589,Comfortable Home in Chattarpur,Amit Mishra,Chattarpur,Entire home/apt,2750,4,23,0.15,264,28.50755,77.174982,Green & Peaceful
1590,Bright Apartment in Vasant Kunj,Ankit Chauhan,Vasant Kunj,Entire home/apt,3750,1,35,0.26,317,28.521531,77.152225,Developed Residential
1591,City Stay - Noida Sector 18,Shreya Bansal,Noida Sector 18,Hotel room,2700,1,25,0.88,137,28.563244,77.328406,Market Area
1592,Bright Apartment in Vasant Kunj,Neha Chauhan,Vasant Kunj,Entire home/apt,3100,4,9,0.31,353,28.526481,77.163894,Developed Residential
1593,Budget Stay around Noida Sector 18,Ankit Verma,Noida Sector 18,Private room,1550,1,22,0.91,156,28.567755,77.331005,Market Area
1594,City Stay - Chattarpur,Nisha Mehta,Chattarpur,Private room,1450,2,50,0.29,320,28.512864,77.172493,Green & Peaceful
1595,Private Room near Connaught Place,Nisha Saini,Connaught Place,Entire home/apt,4000,7,37,1.09,207,28.636231,77.216946,Market Area
1596,Comfortable Home in Greater Kailash,Manish Agarwal,Greater Kailash,Entire home/apt,3100,2,72,1.06,171,28.543355,77.232578,Developed Residential
1597,Cozy Connaught Place Studio,Priya Gupta,Connaught Place,Private room,3000,1,56,0.27,57,28.635428,77.220091,Market Area
1598,Budget Stay around Dwarka,Ankit Verma,Dwarka,Shared room,950,3,21,0.28,281,28.592759,77.043236,Developed Residential
1599,Family Home in Gurgaon Cyber City,Aditya Mehta,Gurgaon Cyber City,Entire home/apt,4000,4,6,0.19,114,28.499221,77.094966,Corporate/Developed Area
1600,Family Home in Saket,Shreya Gupta,Saket,Hotel room,3150,1,15,0.16,364,28.533198,77.210398,Developed Residential
1601,Bright Apartment in Gurgaon Sector 47,Nisha Yadav,Gurgaon Sector 47,Entire home/apt,2950,3,77,0.22,161,28.418172,77.032169,Developed Residential
1602,Comfortable Home in Defence Colony,Simran Sharma,Defence Colony,Hotel room,4000,2,13,0.11,327,28.571664,77.221815,Green & Peaceful
1603,Private Room near Faridabad Sector 15,Varun Jain,Faridabad Sector 15,Entire home/apt,1800,1,28,0.44,334,28.406534,77.306182,Developed Residential
1604,Budget Stay around Janakpuri,Priya Jain,Janakpuri,Private room,1200,4,63,0.26,115,28.61357,77.07989,Developed Residential
1605,Modern Stay near Ghaziabad Indirapuram,Shreya Sharma,Ghaziabad Indirapuram,Private room,1550,5,28,0.31,110,28.640003,77.377991,Developed Residential
1606,Bright Apartment in Uttam Nagar,Arjun Agarwal,Uttam Nagar,Private room,1000,1,35,0.53,218,28.628738,77.060972,Dense/Chawl-type Area
1607,Premium Stay - Vasant Kunj,Amit Saini,Vasant Kunj,Private room,2900,2,144,0.45,120,28.514385,77.16034,Developed Residential
1608,Family Home in Janakpuri,Aditya Saini,Janakpuri,Shared room,1200,2,18,0.44,188,28.626682,77.095028,Developed Residential
1609,Bright Apartment in Vikaspuri,Vikas Agarwal,Vikaspuri,Private room,1400,1,24,0.58,117,28.632117,77.063372,Developed Residential
1610,Family Home in Mahipalpur,Deepak Kapoor,Mahipalpur,Entire home/apt,2300,1,59,0.44,331,28.555649,77.13761,Dense/Chawl-type Area
1611,Peaceful Retreat near Saket,Priya Malhotra,Saket,Private room,2900,1,71,0.01,172,28.52116,77.206338,Developed Residential
1612,Budget Stay around Saket,Varun Chauhan,Saket,Entire home/apt,4000,1,82,0.34,149,28.517733,77.206285,Developed Residential
1613,Premium Stay - Noida Sector 62,Rahul Mishra,Noida Sector 62,Entire home/apt,3250,1,58,0.75,353,28.631024,77.364303,Corporate/Developed Area
1614,Cozy Hauz Khas Studio,Simran Sharma,Hauz Khas,Private room,2650,1,21,1.42,149,28.546235,77.19671,Green & Peaceful
1615,Private Room near Aerocity,Ankit Kapoor,Aerocity,Entire home/apt,4000,1,98,0.05,202,28.556897,77.08096,Developed Residential
1616,Comfortable Home in Noida Sector 18,Varun Mishra,Noida Sector 18,Entire home/apt,3050,1,56,0.1,169,28.567534,77.327247,Market Area
1617,Private Room near Connaught Place,Neha Yadav,Connaught Place,Entire home/apt,4000,1,80,0.46,173,28.626679,77.233219,Market Area
1618,Bright Apartment in Green Park,Riya Singh,Green Park,Private room,3000,1,21,1.22,224,28.570239,77.210456,Green & Peaceful
1619,Premium Stay - Connaught Place,Arjun Sharma,Connaught Place,Entire home/apt,4000,1,12,0.71,217,28.635509,77.223265,Market Area
1620,Budget Stay around Old Delhi,Vikas Kapoor,Old Delhi,Private room,1150,1,51,0.93,193,28.662091,77.229948,Dense/Chawl-type Area
1621,Peaceful Retreat near Dwarka,Nisha Mishra,Dwarka,Private room,1700,2,73,0.32,89,28.589416,77.051112,Developed Residential
1622,Private Room near Ghaziabad Vaishali,Neha Mehta,Ghaziabad Vaishali,Private room,1900,1,14,0.63,304,28.654504,77.339009,Market Area
1623,Modern Stay near Uttam Nagar,Aditya Mehta,Uttam Nagar,Entire home/apt,1550,7,17,0.38,5,28.633586,77.070144,Dense/Chawl-type Area
1624,Bright Apartment in Paharganj,Varun Mehta,Paharganj,Entire home/apt,2400,4,65,0.34,110,28.650148,77.210836,Dense/Chawl-type Area
1625,Cozy Greater Kailash Studio,Priya Mehta,Greater Kailash,Entire home/apt,3800,1,28,0.88,347,28.541576,77.234803,Developed Residential
1626,Budget Stay around Gurgaon Cyber City,Priya Malhotra,Gurgaon Cyber City,Private room,2950,1,10,0.55,365,28.50825,77.084721,Corporate/Developed Area
1627,Premium Stay - Paharganj,Rohit Kapoor,Paharganj,Entire home/apt,2800,1,5,0.31,109,28.641881,77.212396,Dense/Chawl-type Area
1628,Modern Stay near Chattarpur,Amit Mishra,Chattarpur,Entire home/apt,4000,1,7,0.47,242,28.505101,77.169302,Green & Peaceful
1629,City Stay - Chattarpur,Simran Bansal,Chattarpur,Private room,2300,14,62,0.56,225,28.508014,77.184023,Green & Peaceful
1630,Peaceful Retreat near Noida Sector 137,Deepak Kapoor,Noida Sector 137,Private room,1000,1,54,0.36,118,28.521318,77.404306,Developed Residential
1631,Bright Apartment in Connaught Place,Shreya Chauhan,Connaught Place,Hotel room,4000,1,48,0.72,205,28.616094,77.208181,Market Area
1632,Peaceful Retreat near Connaught Place,Rohit Mishra,Connaught Place,Private room,2650,1,30,0.55,300,28.632248,77.219071,Market Area
1633,Premium Stay - Faridabad Sector 15,Shreya Chauhan,Faridabad Sector 15,Entire home/apt,1800,2,9,0.05,253,28.40139,77.31793,Developed Residential
1634,Private Room near Janakpuri,Simran Bansal,Janakpuri,Shared room,1050,1,73,1.38,186,28.624731,77.094383,Developed Residential
1635,Private Room near Saket,Sanjay Saini,Saket,Entire home/apt,3750,1,14,1.5,167,28.527507,77.202562,Developed Residential
1636,Peaceful Retreat near Mahipalpur,Priya Verma,Mahipalpur,Entire home/apt,2600,1,32,0.08,296,28.557462,77.122843,Dense/Chawl-type Area
1637,Bright Apartment in Vikaspuri,Amit Chauhan,Vikaspuri,Private room,1500,1,24,1.86,114,28.635866,77.068706,Developed Residential
1638,Premium Stay - Mehrauli,Karan Kapoor,Mehrauli,Private room,2150,1,33,1.0,214,28.530673,77.182909,Dense/Chawl-type Area
1639,Modern Stay near Connaught Place,Sanjay Saini,Connaught Place,Entire home/apt,3600,3,20,0.47,221,28.62246,77.212291,Market Area
1640,Comfortable Home in Vikaspuri,Rohit Jain,Vikaspuri,Entire home/apt,1950,7,27,0.76,238,28.6423,77.067524,Developed Residential
1641,Budget Stay around Karol Bagh,Varun Gupta,Karol Bagh,Hotel room,1700,1,128,0.49,187,28.651615,77.193635,Market Area
1642,Family Home in Mehrauli,Priya Kumar,Mehrauli,Hotel room,2050,1,67,0.09,182,28.530086,77.188459,Dense/Chawl-type Area
1643,Modern Stay near Lajpat Nagar,Pooja Singh,Lajpat Nagar,Shared room,1400,1,55,0.25,327,28.567786,77.244238,Market Area
1644,Private Room near Gurgaon Cyber City,Nisha Singh,Gurgaon Cyber City,Private room,2450,7,51,1.03,365,28.494525,77.095699,Corporate/Developed Area
1645,Bright Apartment in Janakpuri,Pooja Saini,Janakpuri,Entire home/apt,2850,7,11,0.8,183,28.627439,77.092899,Developed Residential
1646,Budget Stay around Janakpuri,Priya Yadav,Janakpuri,Private room,1250,3,12,0.3,259,28.626223,77.091018,Developed Residential
1647,Family Home in Gurgaon Golf Course Road,Rohit Jain,Gurgaon Golf Course Road,Entire home/apt,4000,14,20,0.25,238,28.473238,77.099101,Developed Residential
1648,Private Room near Connaught Place,Priya Yadav,Connaught Place,Private room,3050,1,32,0.74,191,28.64244,77.217184,Market Area
1649,Family Home in Ghaziabad Vaishali,Shreya Agarwal,Ghaziabad Vaishali,Private room,2150,1,25,0.66,177,28.652304,77.340847,Market Area
1650,Private Room near Noida Sector 18,Deepak Gupta,Noida Sector 18,Entire home/apt,3000,3,37,1.11,93,28.569896,77.322764,Market Area
1651,Cozy Rajendra Place Studio,Amit Kapoor,Rajendra Place,Entire home/apt,3250,3,89,0.4,266,28.642446,77.180488,Developed Residential
1652,Budget Stay around Paharganj,Megha Jain,Paharganj,Private room,1200,1,18,0.17,326,28.6391,77.203849,Dense/Chawl-type Area
1653,Premium Stay - Noida Sector 62,Aditya Mehta,Noida Sector 62,Private room,1750,1,6,0.68,163,28.630157,77.365123,Corporate/Developed Area
1654,Family Home in South Extension,Ankit Saini,South Extension,Private room,1950,1,52,0.59,254,28.568801,77.21717,Market Area
1655,Comfortable Home in South Extension,Ankit Saini,South Extension,Private room,3650,2,11,1.04,221,28.561307,77.204441,Market Area
1656,Family Home in Chattarpur,Priya Malhotra,Chattarpur,Entire home/apt,3550,2,108,0.9,55,28.505663,77.174438,Green & Peaceful
1657,Bright Apartment in Hauz Khas,Simran Jain,Hauz Khas,Entire home/apt,3550,1,37,0.23,299,28.546189,77.19882,Green & Peaceful
1658,Budget Stay around Faridabad Sector 15,Deepak Jain,Faridabad Sector 15,Private room,1700,2,22,0.39,70,28.408695,77.313631,Developed Residential
1659,Peaceful Retreat near Uttam Nagar,Manish Bansal,Uttam Nagar,Private room,1050,2,17,0.6,123,28.624772,77.057588,Dense/Chawl-type Area
1660,Bright Apartment in Noida Sector 137,Arjun Malhotra,Noida Sector 137,Entire home/apt,2100,1,38,1.15,172,28.506481,77.415636,Developed Residential
1661,Comfortable Home in Vasant Kunj,Karan Mehta,Vasant Kunj,Private room,2400,4,45,0.24,265,28.5364,77.153198,Developed Residential
1662,Family Home in Gurgaon Cyber City,Rahul Malhotra,Gurgaon Cyber City,Entire home/apt,4000,1,41,0.53,101,28.489544,77.098576,Corporate/Developed Area
1663,Premium Stay - Gurgaon DLF Phase 2,Deepak Kumar,Gurgaon DLF Phase 2,Hotel room,4000,5,11,0.15,272,28.490678,77.099336,Market Area
1664,Premium Stay - Faridabad Sector 15,Riya Saini,Faridabad Sector 15,Entire home/apt,1750,2,44,0.09,184,28.412608,77.318519,Developed Residential
1665,Peaceful Retreat near Janakpuri,Pooja Singh,Janakpuri,Entire home/apt,2150,1,99,0.16,100,28.620059,77.087831,Developed Residential
1666,City Stay - Mehrauli,Simran Saini,Mehrauli,Hotel room,1800,2,7,0.27,254,28.529365,77.191128,Dense/Chawl-type Area
1667,Comfortable Home in Greater Kailash,Sanjay Jain,Greater Kailash,Entire home/apt,4000,2,39,0.55,152,28.558504,77.227463,Developed Residential
1668,Premium Stay - Gurgaon Cyber City,Ankit Kapoor,Gurgaon Cyber City,Private room,2550,2,39,0.96,126,28.488174,77.09388,Corporate/Developed Area
1669,Modern Stay near Ghaziabad Vaishali,Riya Saini,Ghaziabad Vaishali,Entire home/apt,2000,1,118,0.73,286,28.643984,77.329339,Market Area
1670,Private Room near Noida Sector 62,Sanjay Kapoor,Noida Sector 62,Entire home/apt,3000,7,32,0.3,167,28.61727,77.366363,Corporate/Developed Area
1671,Budget Stay around Greater Kailash,Aditya Bansal,Greater Kailash,Entire home/apt,4000,7,4,0.71,187,28.558461,77.232972,Developed Residential
1672,Budget Stay around Greater Kailash,Megha Kumar,Greater Kailash,Private room,2650,2,46,1.05,365,28.54927,77.235376,Developed Residential
1673,Modern Stay near Vikaspuri,Amit Kapoor,Vikaspuri,Entire home/apt,2000,3,14,0.28,281,28.634221,77.078772,Developed Residential
1674,Comfortable Home in Defence Colony,Amit Malhotra,Defence Colony,Entire home/apt,4000,1,37,0.24,285,28.563518,77.219362,Green & Peaceful
1675,Cozy Karol Bagh Studio,Rohit Agarwal,Karol Bagh,Private room,1750,3,46,0.34,226,28.657667,77.191576,Market Area
1676,Comfortable Home in Faridabad Sector 15,Pooja Kumar,Faridabad Sector 15,Private room,1550,1,51,0.22,320,28.402535,77.309464,Developed Residential
1677,City Stay - Ghaziabad Vaishali,Karan Agarwal,Ghaziabad Vaishali,Private room,1600,5,33,0.37,283,28.653266,77.331974,Market Area
1678,Cozy Old Delhi Studio,Rahul Mishra,Old Delhi,Private room,1250,1,17,1.85,330,28.662586,77.23471,Dense/Chawl-type Area
1679,Premium Stay - Faridabad Sector 15,Karan Singh,Faridabad Sector 15,Private room,1000,2,39,0.23,128,28.405279,77.326973,Developed Residential
1680,Private Room near Green Park,Rohit Chauhan,Green Park,Private room,1750,1,53,0.03,152,28.563744,77.212654,Green & Peaceful
1681,Premium Stay - Mehrauli,Priya Bansal,Mehrauli,Private room,1600,2,15,0.79,327,28.527619,77.181392,Dense/Chawl-type Area
1682,Premium Stay - Greater Kailash,Vikas Saini,Greater Kailash,Private room,1850,4,66,0.08,215,28.550928,77.239958,Developed Residential
1683,Premium Stay - Saket,Nisha Singh,Saket,Private room,2400,3,106,0.54,225,28.525099,77.210982,Developed Residential
1684,Cozy Connaught Place Studio,Karan Saini,Connaught Place,Private room,2750,3,35,0.15,365,28.629456,77.219435,Market Area
1685,Budget Stay around Mehrauli,Nisha Malhotra,Mehrauli,Entire home/apt,2200,2,57,0.38,72,28.517752,77.187453,Dense/Chawl-type Area
1686,Cozy Noida Sector 18 Studio,Riya Kapoor,Noida Sector 18,Entire home/apt,2350,1,15,0.42,22,28.570591,77.324107,Market Area
1687,City Stay - Noida Sector 75,Amit Saini,Noida Sector 75,Private room,1800,1,47,0.88,340,28.575125,77.394139,Developed Residential
1688,Private Room near Uttam Nagar,Pooja Bansal,Uttam Nagar,Private room,1250,2,43,0.36,155,28.633791,77.066778,Dense/Chawl-type Area
1689,Bright Apartment in Janakpuri,Vikas Jain,Janakpuri,Private room,1600,1,23,0.06,258,28.623768,77.08879,Developed Residential
1690,Family Home in Green Park,Aditya Kapoor,Green Park,Private room,2600,1,71,0.74,288,28.566016,77.207697,Green & Peaceful
1691,Peaceful Retreat near Lajpat Nagar,Pooja Yadav,Lajpat Nagar,Shared room,1150,1,36,0.38,256,28.565701,77.249782,Market Area
1692,Comfortable Home in Paharganj,Karan Mehta,Paharganj,Entire home/apt,2650,4,22,0.14,168,28.642849,77.211847,Dense/Chawl-type Area
1693,Comfortable Home in Janakpuri,Neha Gupta,Janakpuri,Entire home/apt,2350,2,21,1.1,217,28.628454,77.087542,Developed Residential
1694,Budget Stay around Noida Sector 18,Deepak Verma,Noida Sector 18,Private room,1800,2,61,0.69,16,28.575796,77.316448,Market Area
1695,City Stay - Karol Bagh,Rohit Malhotra,Karol Bagh,Entire home/apt,2750,1,61,0.29,177,28.643962,77.199367,Market Area
1696,Comfortable Home in South Extension,Megha Kumar,South Extension,Private room,3150,4,21,0.5,5,28.562185,77.214629,Market Area
1697,City Stay - Ghaziabad Indirapuram,Ankit Bansal,Ghaziabad Indirapuram,Private room,1450,1,11,0.51,301,28.651845,77.373376,Developed Residential
1698,Private Room near Green Park,Amit Chauhan,Green Park,Private room,1950,2,56,0.56,172,28.560593,77.214159,Green & Peaceful
1699,Comfortable Home in Mehrauli,Rahul Sharma,Mehrauli,Entire home/apt,2400,3,42,0.61,117,28.524188,77.188013,Dense/Chawl-type Area
1700,Cozy Janakpuri Studio,Riya Bansal,Janakpuri,Private room,1450,1,37,0.5,250,28.626195,77.084774,Developed Residential
1701,City Stay - Chattarpur,Simran Mishra,Chattarpur,Entire home/apt,2950,1,7,0.67,165,28.507335,77.181993,Green & Peaceful
1702,Family Home in Vasant Kunj,Varun Yadav,Vasant Kunj,Private room,2750,1,25,0.44,162,28.518691,77.160842,Developed Residential
