id,name,host_name,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365,latitude,longitude,area_type,state,adjusted_price,review_scores_rating,cleanliness_rating,distance_to_metro_km,amenities_count,host_is_superhost,instant_bookable,greenery_score
1279,Budget Stay around Ghaziabad Indirapuram,Deepak Singh,Ghaziabad Indirapuram,Entire home/apt,2200,3,155,0.45,5,28.650642,77.380569,Developed Residential,Uttar Pradesh,3520,3.97,4.5,2.43,11,f,t,6.1
1280,Comfortable Home in Mahipalpur,Varun Sharma,Mahipalpur,Entire home/apt,1750,1,14,0.37,159,28.55906,77.121581,Dense/Chawl-type Area,Delhi,2800,4.4,4.8,0.46,8,f,t,7.6
1281,Cozy Gurgaon DLF Phase 2 Studio,Arjun Verma,Gurgaon DLF Phase 2,Hotel room,3800,2,10,1.1,223,28.483854,77.092726,Market Area,Haryana,4940,4.54,4.1,2.3,10,f,f,8.2
1282,Premium Stay - South Extension,Vikas Jain,South Extension,Private room,2650,1,7,0.87,79,28.5677,77.217364,Market Area,Delhi,2385,4.64,4.0,1.19,20,f,t,8.5
1283,Bright Apartment in Hauz Khas,Manish Saini,Hauz Khas,Entire home/apt,3900,1,43,0.59,231,28.548309,77.213043,Green & Peaceful,Delhi,6240,4.47,3.5,1.92,24,f,f,7.9
1284,Modern Stay near Karol Bagh,Shreya Saini,Karol Bagh,Private room,1650,1,75,0.09,169,28.645358,77.20157,Market Area,Delhi,1485,3.81,4.7,1.7,19,f,f,5.5
1285,Premium Stay - Noida Sector 137,Aditya Verma,Noida Sector 137,Entire home/apt,1900,1,32,0.09,255,28.505273,77.403857,Developed Residential,Uttar Pradesh,3040,4.19,4.7,0.48,18,f,t,6.9
1286,Budget Stay around South Extension,Rahul Agarwal,South Extension,Entire home/apt,4000,3,81,0.77,199,28.56971,77.223267,Market Area,Delhi,6400,4.42,3.7,1.21,16,f,t,7.7
1287,Family Home in Paharganj,Neha Bansal,Paharganj,Entire home/apt,1550,3,59,0.83,107,28.645822,77.213813,Dense/Chawl-type Area,Delhi,2480,3.91,4.4,2.63,16,f,t,5.9
1288,Comfortable Home in Hauz Khas,Rohit Malhotra,Hauz Khas,Hotel room,3250,2,4,0.93,266,28.546814,77.199624,Green & Peaceful,Delhi,4225,4.22,4.2,0.88,20,f,f,7.0
1289,City Stay - Paharganj,Vikas Kumar,Paharganj,Private room,1400,1,17,0.4,50,28.634183,77.212614,Dense/Chawl-type Area,Delhi,1260,3.84,3.7,4.28,19,f,f,5.6
1290,Budget Stay around Dwarka,Riya Jain,Dwarka,Hotel room,1950,1,52,0.13,328,28.587108,77.03949,Developed Residential,Delhi,2535,3.89,5.0,0.92,17,f,f,5.8
1291,Private Room near Vikaspuri,Riya Chauhan,Vikaspuri,Entire home/apt,2050,2,83,0.59,136,28.634249,77.075659,Developed Residential,Delhi,3280,4.28,3.8,0.38,15,f,f,7.2
1292,Modern Stay near Connaught Place,Arjun Singh,Connaught Place,Private room,2850,3,42,1.24,345,28.635822,77.224512,Market Area,Delhi,2565,3.96,3.6,0.79,21,f,t,6.1
1293,Family Home in Aerocity,Pooja Gupta,Aerocity,Entire home/apt,3700,3,119,0.53,365,28.547353,77.090149,Developed Residential,Delhi,5920,4.48,4.4,3.84,19,f,f,7.9
1294,Modern Stay near Noida Sector 18,Priya Gupta,Noida Sector 18,Entire home/apt,2600,1,79,0.96,59,28.561404,77.321972,Market Area,Uttar Pradesh,4160,4.63,4.6,0.66,18,f,f,8.5
1295,Private Room near Mahipalpur,Ankit Mehta,Mahipalpur,Entire home/apt,1900,7,39,0.53,183,28.550189,77.135879,Dense/Chawl-type Area,Delhi,3040,4.76,3.5,2.63,14,t,f,8.9
1296,Modern Stay near Aerocity,Riya Malhotra,Aerocity,Private room,3250,1,24,0.58,201,28.550114,77.087186,Developed Residential,Delhi,2925,4.04,4.5,2.76,16,f,f,6.4
1297,Peaceful Retreat near Vasant Kunj,Megha Chauhan,Vasant Kunj,Entire home/apt,3050,2,14,0.09,181,28.520961,77.165801,Developed Residential,Delhi,4880,4.0,4.3,0.72,20,f,f,6.2
1298,Private Room near Paharganj,Shreya Kumar,Paharganj,Private room,950,1,3,0.13,235,28.644842,77.210858,Dense/Chawl-type Area,Delhi,855,3.93,3.7,0.3,19,f,t,5.9
1299,Modern Stay near Mehrauli,Arjun Mishra,Mehrauli,Entire home/apt,2050,1,15,0.32,307,28.518513,77.177988,Dense/Chawl-type Area,Delhi,3280,4.56,3.8,1.75,14,f,f,8.2
1300,City Stay - Vasant Kunj,Neha Gupta,Vasant Kunj,Entire home/apt,4000,2,9,0.25,365,28.518653,77.164503,Developed Residential,Delhi,6400,4.65,4.4,0.65,8,f,f,8.5
1301,Peaceful Retreat near Dwarka,Simran Sharma,Dwarka,Private room,1700,5,19,0.57,220,28.599517,77.05842,Developed Residential,Delhi,1530,3.84,3.9,2.03,13,f,t,5.6
1302,Modern Stay near Karol Bagh,Riya Gupta,Karol Bagh,Private room,1900,1,6,0.95,317,28.660017,77.199521,Market Area,Delhi,1710,4.92,4.9,0.9,24,f,f,9.5
1303,Budget Stay around Noida Sector 18,Vikas Chauhan,Noida Sector 18,Entire home/apt,2400,2,40,1.33,119,28.570682,77.323762,Market Area,Uttar Pradesh,3840,3.86,4.7,1.0,13,f,t,5.7
1304,City Stay - Lajpat Nagar,Deepak Sharma,Lajpat Nagar,Hotel room,2150,7,75,0.1,279,28.572699,77.24887,Market Area,Delhi,2795,4.45,5.0,2.01,24,f,f,7.8
1305,Comfortable Home in Noida Sector 137,Arjun Mishra,Noida Sector 137,Private room,1500,2,12,0.26,271,28.516761,77.405042,Developed Residential,Uttar Pradesh,1350,4.65,3.9,0.78,15,f,f,8.5
1306,Private Room near Gurgaon Cyber City,Amit Malhotra,Gurgaon Cyber City,Private room,2650,2,21,1.02,78,28.485948,77.092322,Corporate/Developed Area,Haryana,2385,4.85,5.0,0.9,15,f,t,9.2
1307,Premium Stay - Karol Bagh,Megha Saini,Karol Bagh,Private room,1950,1,45,0.14,353,28.647325,77.191295,Market Area,Delhi,1755,4.66,4.1,0.77,11,f,f,8.6
1308,Private Room near South Extension,Vikas Verma,South Extension,Private room,2500,2,2,0.57,213,28.565098,77.213534,Market Area,Delhi,2250,4.76,4.0,0.75,14,f,f,8.9
1309,Comfortable Home in Connaught Place,Priya Yadav,Connaught Place,Entire home/apt,4000,7,79,0.57,365,28.627873,77.227167,Market Area,Delhi,6400,4.21,3.6,1.1,8,f,f,7.0
1310,Cozy Janakpuri Studio,Priya Sharma,Janakpuri,Entire home/apt,2400,1,26,2.17,328,28.622253,77.086491,Developed Residential,Delhi,3840,4.78,3.6,2.19,9,f,t,9.0
1311,Peaceful Retreat near Noida Sector 62,Vikas Gupta,Noida Sector 62,Private room,1550,1,31,1.07,190,28.629896,77.362419,Corporate/Developed Area,Uttar Pradesh,1395,3.9,4.5,0.74,9,f,t,5.8
1312,Modern Stay near Hauz Khas,Nisha Chauhan,Hauz Khas,Entire home/apt,3350,1,179,0.65,87,28.553333,77.202449,Green & Peaceful,Delhi,5360,4.87,4.2,1.09,15,t,t,9.3
1313,City Stay - Noida Sector 137,Aditya Bansal,Noida Sector 137,Private room,1250,1,57,0.11,365,28.513124,77.404706,Developed Residential,Uttar Pradesh,1125,4.46,3.8,1.53,13,f,t,7.9
1314,Modern Stay near Paharganj,Neha Sharma,Paharganj,Hotel room,1700,5,38,0.2,107,28.641295,77.231244,Dense/Chawl-type Area,Delhi,2210,4.78,4.4,0.58,20,t,f,9.0
1315,Private Room near Gurgaon Cyber City,Pooja Jain,Gurgaon Cyber City,Entire home/apt,4000,3,47,0.37,365,28.504474,77.092039,Corporate/Developed Area,Haryana,6400,4.34,3.9,0.59,13,f,f,7.4
1316,Bright Apartment in Greater Kailash,Rahul Verma,Greater Kailash,Shared room,1700,2,42,0.41,8,28.543809,77.23339,Developed Residential,Delhi,850,4.57,4.4,3.45,8,f,f,8.3
1317,Private Room near Mehrauli,Priya Sharma,Mehrauli,Entire home/apt,2050,2,6,0.8,260,28.539217,77.19173,Dense/Chawl-type Area,Delhi,3280,4.43,4.0,1.74,6,f,f,7.8
1318,Family Home in Green Park,Rohit Gupta,Green Park,Entire home/apt,4000,5,43,1.09,221,28.56499,77.206228,Green & Peaceful,Delhi,6400,4.68,4.7,1.23,18,f,f,8.6
1319,Budget Stay around Gurgaon DLF Phase 2,Manish Mishra,Gurgaon DLF Phase 2,Shared room,1700,4,6,0.26,254,28.472643,77.098686,Market Area,Haryana,850,3.9,4.7,1.45,7,f,f,5.9
1320,Budget Stay around Old Delhi,Varun Sharma,Old Delhi,Private room,1050,5,114,0.22,205,28.656891,77.22413,Dense/Chawl-type Area,Delhi,945,3.87,4.2,0.24,22,f,f,5.8
1321,Bright Apartment in Noida Sector 18,Manish Gupta,Noida Sector 18,Entire home/apt,2400,3,36,1.13,287,28.58016,77.318697,Market Area,Uttar Pradesh,3840,4.1,4.0,1.36,10,f,f,6.6
1322,Comfortable Home in Noida Sector 137,Pooja Jain,Noida Sector 137,Entire home/apt,2000,1,5,0.14,327,28.504585,77.401819,Developed Residential,Uttar Pradesh,3200,3.99,4.0,1.05,15,f,f,6.2
1323,Private Room near Ghaziabad Vaishali,Arjun Kumar,Ghaziabad Vaishali,Private room,1500,1,34,0.88,234,28.650431,77.338622,Market Area,Uttar Pradesh,1350,4.85,4.7,1.15,22,t,t,9.2
1324,Family Home in Ghaziabad Vaishali,Rahul Sharma,Ghaziabad Vaishali,Private room,1600,1,73,1.01,186,28.649203,77.336159,Market Area,Uttar Pradesh,1440,4.06,4.0,0.73,16,f,t,6.4
1325,Peaceful Retreat near Dwarka,Simran Bansal,Dwarka,Private room,1650,1,7,0.49,220,28.587531,77.059185,Developed Residential,Delhi,1485,4.97,3.8,0.3,9,f,f,9.7
1326,Budget Stay around Hauz Khas,Karan Mehta,Hauz Khas,Private room,3000,4,17,0.6,257,28.553754,77.20874,Green & Peaceful,Delhi,2700,4.2,3.6,0.46,13,f,f,6.9
1327,Cozy Noida Sector 18 Studio,Megha Mehta,Noida Sector 18,Private room,2350,1,59,0.35,207,28.571193,77.323373,Market Area,Uttar Pradesh,2115,4.02,4.2,3.81,24,f,f,6.3
1328,Budget Stay around Mehrauli,Neha Kumar,Mehrauli,Entire home/apt,1850,1,90,0.1,266,28.517851,77.189595,Dense/Chawl-type Area,Delhi,2960,4.75,4.2,0.83,22,t,f,8.9
1329,Peaceful Retreat near Hauz Khas,Rahul Malhotra,Hauz Khas,Private room,2600,2,15,0.53,207,28.53929,77.203659,Green & Peaceful,Delhi,2340,4.59,4.8,0.95,23,f,t,8.3
1330,Premium Stay - Vikaspuri,Deepak Singh,Vikaspuri,Private room,1600,1,33,0.62,251,28.652308,77.07602,Developed Residential,Delhi,1440,4.4,3.8,0.26,7,f,f,7.6
1331,Bright Apartment in Greater Kailash,Amit Malhotra,Greater Kailash,Entire home/apt,4000,7,22,0.76,335,28.542482,77.237433,Developed Residential,Delhi,6400,4.47,4.1,0.25,13,f,t,7.9
1332,Private Room near Green Park,Varun Kapoor,Green Park,Shared room,1600,1,35,0.59,203,28.556011,77.19422,Green & Peaceful,Delhi,800,4.66,4.7,1.72,8,f,f,8.6
1333,Family Home in Ghaziabad Vaishali,Sanjay Jain,Ghaziabad Vaishali,Private room,1350,2,47,0.22,187,28.648428,77.342059,Market Area,Uttar Pradesh,1215,4.07,4.7,1.13,21,f,f,6.5
1334,Budget Stay around Mehrauli,Deepak Chauhan,Mehrauli,Entire home/apt,2950,1,27,0.12,209,28.530905,77.183412,Dense/Chawl-type Area,Delhi,4720,5.0,4.1,1.05,21,f,t,9.8
1335,Cozy Lajpat Nagar Studio,Arjun Gupta,Lajpat Nagar,Entire home/apt,2050,4,42,0.39,86,28.567063,77.244624,Market Area,Delhi,3280,4.97,4.2,0.53,6,t,f,9.7
1336,Peaceful Retreat near Noida Sector 137,Riya Bansal,Noida Sector 137,Private room,1450,3,59,1.08,54,28.515225,77.403904,Developed Residential,Uttar Pradesh,1305,4.58,4.0,1.84,13,f,f,8.3
1337,City Stay - Mehrauli,Amit Jain,Mehrauli,Private room,2050,3,9,0.77,312,28.528152,77.187994,Dense/Chawl-type Area,Delhi,1845,4.04,4.9,0.42,13,f,t,6.4
1338,Private Room near Noida Sector 62,Rohit Yadav,Noida Sector 62,Entire home/apt,2650,1,11,0.16,200,28.622369,77.35959,Corporate/Developed Area,Uttar Pradesh,4240,4.62,3.7,0.45,9,f,f,8.4
1339,Family Home in Paharganj,Deepak Chauhan,Paharganj,Entire home/apt,2200,2,79,0.93,273,28.646772,77.218712,Dense/Chawl-type Area,Delhi,3520,3.89,4.9,0.94,19,f,f,5.8
1340,Modern Stay near Noida Sector 75,Vikas Gupta,Noida Sector 75,Entire home/apt,2400,1,36,0.57,118,28.569557,77.385257,Developed Residential,Uttar Pradesh,3840,3.84,4.5,0.6,19,f,f,5.6
1341,Peaceful Retreat near Gurgaon Cyber City,Vikas Agarwal,Gurgaon Cyber City,Private room,2800,1,25,0.04,285,28.492371,77.092467,Corporate/Developed Area,Haryana,2520,4.11,4.3,0.54,7,f,t,6.6
1342,Cozy Connaught Place Studio,Arjun Kapoor,Connaught Place,Private room,3400,2,64,0.29,210,28.633537,77.235819,Market Area,Delhi,3060,4.36,3.5,1.44,23,f,t,7.5
1343,Budget Stay around South Extension,Vikas Bansal,South Extension,Private room,3050,1,105,1.53,225,28.562148,77.219786,Market Area,Delhi,2745,4.84,4.2,1.46,7,t,f,9.2
1344,Comfortable Home in Greater Kailash,Sanjay Jain,Greater Kailash,Private room,2400,7,22,0.52,229,28.556905,77.241442,Developed Residential,Delhi,2160,4.67,4.1,2.29,10,f,t,8.6
1345,Family Home in Gurgaon Sector 47,Ankit Singh,Gurgaon Sector 47,Private room,2300,1,127,0.93,151,28.426027,77.052323,Developed Residential,Haryana,2070,4.69,3.7,0.85,8,f,f,8.7
1346,Bright Apartment in Ghaziabad Indirapuram,Riya Yadav,Ghaziabad Indirapuram,Entire home/apt,1950,2,87,0.58,258,28.641215,77.372598,Developed Residential,Uttar Pradesh,3120,4.31,4.5,0.29,17,f,t,7.3
1347,Bright Apartment in Ghaziabad Vaishali,Aditya Sharma,Ghaziabad Vaishali,Entire home/apt,2100,4,33,0.47,241,28.655047,77.335251,Market Area,Uttar Pradesh,3360,4.22,5.0,0.58,17,f,f,7.0
1348,Comfortable Home in Gurgaon Sector 47,Aditya Bansal,Gurgaon Sector 47,Private room,2200,5,57,0.67,288,28.427537,77.037263,Developed Residential,Haryana,1980,4.25,4.3,4.89,15,f,f,7.1
1349,Private Room near Greater Kailash,Aditya Singh,Greater Kailash,Entire home/apt,4000,2,13,0.22,197,28.557542,77.231276,Developed Residential,Delhi,6400,4.99,4.6,1.29,9,f,t,9.7
1350,Comfortable Home in Connaught Place,Megha Kumar,Connaught Place,Entire home/apt,4000,3,16,0.76,365,28.6349,77.220527,Market Area,Delhi,6400,3.85,3.6,1.68,5,f,t,5.7
1351,Modern Stay near Gurgaon Cyber City,Varun Sharma,Gurgaon Cyber City,Hotel room,4000,2,66,0.6,144,28.487164,77.089116,Corporate/Developed Area,Haryana,5200,4.84,4.1,0.21,13,t,f,9.2
1352,Family Home in Rajendra Place,Rohit Singh,Rajendra Place,Hotel room,2050,2,17,1.0,102,28.64823,77.190635,Developed Residential,Delhi,2665,4.49,3.7,1.08,21,f,f,8.0
1353,Premium Stay - Vikaspuri,Vikas Sharma,Vikaspuri,Shared room,1050,5,32,0.45,155,28.62821,77.066627,Developed Residential,Delhi,525,4.33,4.4,0.25,5,f,t,7.4
1354,Bright Apartment in Mehrauli,Varun Sharma,Mehrauli,Private room,2050,4,33,0.5,140,28.520546,77.189097,Dense/Chawl-type Area,Delhi,1845,4.67,4.9,1.21,7,f,f,8.6
1355,Comfortable Home in Connaught Place,Simran Singh,Connaught Place,Entire home/apt,3900,1,14,0.36,235,28.639913,77.213168,Market Area,Delhi,6240,4.38,4.5,3.24,19,f,t,7.6
1356,Comfortable Home in Paharganj,Riya Saini,Paharganj,Entire home/apt,2800,2,83,0.25,245,28.646207,77.209965,Dense/Chawl-type Area,Delhi,4480,4.85,3.6,4.35,14,t,f,9.3
1357,Cozy Paharganj Studio,Riya Sharma,Paharganj,Entire home/apt,2300,1,66,0.81,211,28.653,77.214879,Dense/Chawl-type Area,Delhi,3680,4.88,4.0,1.13,12,t,f,9.4
1358,Comfortable Home in Dwarka,Rahul Bansal,Dwarka,Entire home/apt,3600,3,83,0.75,315,28.600408,77.043119,Developed Residential,Delhi,5760,4.31,4.3,0.94,16,f,t,7.3
1359,Premium Stay - Ghaziabad Vaishali,Priya Mishra,Ghaziabad Vaishali,Entire home/apt,1700,1,43,0.71,255,28.651171,77.331666,Market Area,Uttar Pradesh,2720,4.13,4.1,3.68,19,f,f,6.7
1360,Bright Apartment in Karol Bagh,Sanjay Verma,Karol Bagh,Entire home/apt,3200,1,42,0.7,275,28.65989,77.186957,Market Area,Delhi,5120,4.51,4.8,1.54,13,f,t,8.0
1361,Modern Stay near Paharganj,Nisha Bansal,Paharganj,Shared room,800,2,14,0.34,5,28.63143,77.215254,Dense/Chawl-type Area,Delhi,400,4.89,4.7,0.28,14,f,t,9.4
1362,Bright Apartment in Aerocity,Riya Kumar,Aerocity,Entire home/apt,4000,1,35,0.08,81,28.550902,77.09034,Developed Residential,Delhi,6400,4.05,4.4,0.95,24,f,t,6.4
1363,Budget Stay around Old Delhi,Rahul Gupta,Old Delhi,Private room,1400,2,13,0.25,273,28.668529,77.238894,Dense/Chawl-type Area,Delhi,1260,4.55,4.1,0.53,13,f,f,8.2
1364,Bright Apartment in Noida Sector 75,Varun Agarwal,Noida Sector 75,Private room,1950,1,50,0.63,156,28.571775,77.379225,Developed Residential,Uttar Pradesh,1755,4.56,3.9,0.96,19,f,f,8.2
1365,Premium Stay - Vikaspuri,Ankit Saini,Vikaspuri,Private room,2450,3,125,0.84,226,28.635877,77.070512,Developed Residential,Delhi,2205,4.68,3.7,0.93,5,f,f,8.7
1366,Bright Apartment in Dwarka,Simran Yadav,Dwarka,Private room,1300,3,43,0.75,344,28.587213,77.042149,Developed Residential,Delhi,1170,3.96,4.0,1.25,6,f,t,6.1
1367,Family Home in Hauz Khas,Vikas Agarwal,Hauz Khas,Private room,2900,1,53,0.22,365,28.544288,77.201877,Green & Peaceful,Delhi,2610,4.66,4.1,0.73,23,f,t,8.6
1368,City Stay - Gurgaon DLF Phase 2,Ankit Malhotra,Gurgaon DLF Phase 2,Private room,2250,1,45,0.17,133,28.48559,77.107803,Market Area,Haryana,2025,4.89,4.5,0.42,18,t,f,9.4
1369,Comfortable Home in Vasant Kunj,Karan Gupta,Vasant Kunj,Shared room,1550,7,19,0.24,146,28.529298,77.154478,Developed Residential,Delhi,775,4.02,4.5,1.04,12,f,t,6.3
1370,Family Home in Paharganj,Amit Saini,Paharganj,Private room,1600,1,59,1.06,141,28.653893,77.212218,Dense/Chawl-type Area,Delhi,1440,4.09,3.6,2.33,10,f,f,6.5
1371,Family Home in Vasant Kunj,Nisha Mishra,Vasant Kunj,Private room,2050,14,84,0.15,245,28.530629,77.162934,Developed Residential,Delhi,1845,4.97,4.1,1.51,16,t,t,9.7
1372,Family Home in Greater Kailash,Rohit Gupta,Greater Kailash,Private room,2950,1,72,0.41,110,28.542978,77.235307,Developed Residential,Delhi,2655,4.02,3.8,0.7,19,f,f,6.3
1373,Family Home in Vasant Kunj,Riya Jain,Vasant Kunj,Entire home/apt,3500,1,59,0.74,224,28.523282,77.157672,Developed Residential,Delhi,5600,4.83,3.7,3.49,18,t,t,9.2
1374,Family Home in Saket,Vikas Agarwal,Saket,Entire home/apt,3350,1,34,1.42,63,28.524756,77.211047,Developed Residential,Delhi,5360,4.39,4.7,3.12,5,f,f,7.6
1375,Private Room near Mahipalpur,Priya Jain,Mahipalpur,Shared room,800,1,19,0.03,218,28.543262,77.129563,Dense/Chawl-type Area,Delhi,400,4.1,3.6,0.48,15,f,t,6.6
1376,Modern Stay near Mehrauli,Rahul Chauhan,Mehrauli,Private room,1500,1,49,0.3,153,28.524133,77.181,Dense/Chawl-type Area,Delhi,1350,4.84,4.1,0.25,7,t,t,9.2
1377,Bright Apartment in Vikaspuri,Vikas Chauhan,Vikaspuri,Entire home/apt,2750,1,18,0.07,97,28.64291,77.068235,Developed Residential,Delhi,4400,4.33,3.8,1.82,23,f,t,7.4
1378,Modern Stay near Mahipalpur,Ankit Agarwal,Mahipalpur,Entire home/apt,2350,3,38,0.3,275,28.555904,77.12953,Dense/Chawl-type Area,Delhi,3760,4.42,4.8,2.31,22,f,t,7.7
1379,Cozy Ghaziabad Indirapuram Studio,Riya Mehta,Ghaziabad Indirapuram,Shared room,550,2,124,0.59,185,28.650514,77.376736,Developed Residential,Uttar Pradesh,275,4.23,4.3,4.33,24,f,t,7.0
1380,Peaceful Retreat near Dwarka,Arjun Singh,Dwarka,Private room,1800,1,25,0.47,130,28.596574,77.046425,Developed Residential,Delhi,1620,4.51,3.8,2.85,6,f,f,8.0
1381,City Stay - Old Delhi,Neha Chauhan,Old Delhi,Private room,950,4,101,1.44,245,28.65634,77.238163,Dense/Chawl-type Area,Delhi,855,4.0,4.3,1.3,11,f,f,6.2
1382,Cozy Uttam Nagar Studio,Priya Saini,Uttam Nagar,Entire home/apt,1900,7,30,0.38,250,28.625948,77.073757,Dense/Chawl-type Area,Delhi,3040,4.27,4.6,1.11,12,f,f,7.2
1383,Private Room near Faridabad Sector 15,Rohit Malhotra,Faridabad Sector 15,Entire home/apt,2200,2,53,0.02,316,28.417807,77.313742,Developed Residential,Haryana,3520,4.96,4.9,0.23,23,t,f,9.7
1384,Budget Stay around Ghaziabad Indirapuram,Manish Gupta,Ghaziabad Indirapuram,Entire home/apt,1850,3,22,1.11,351,28.642423,77.368448,Developed Residential,Uttar Pradesh,2960,4.11,3.8,0.54,19,f,f,6.6
1385,Budget Stay around Vikaspuri,Varun Jain,Vikaspuri,Private room,1450,3,38,0.45,220,28.646755,77.068756,Developed Residential,Delhi,1305,4.59,4.8,0.94,14,f,f,8.3
1386,Budget Stay around Hauz Khas,Sanjay Kapoor,Hauz Khas,Entire home/apt,3900,2,26,0.56,156,28.554378,77.19243,Green & Peaceful,Delhi,6240,4.19,4.9,1.39,5,f,f,6.9
1387,Private Room near Janakpuri,Priya Mishra,Janakpuri,Entire home/apt,1950,3,59,0.63,154,28.621312,77.087314,Developed Residential,Delhi,3120,4.73,4.9,1.18,10,t,f,8.8
1388,Peaceful Retreat near Noida Sector 62,Aditya Agarwal,Noida Sector 62,Private room,2100,1,8,0.42,183,28.611629,77.360022,Corporate/Developed Area,Uttar Pradesh,1890,3.96,4.5,1.83,17,f,f,6.1
1389,Modern Stay near Karol Bagh,Ankit Mehta,Karol Bagh,Entire home/apt,3150,1,17,0.14,25,28.651954,77.188302,Market Area,Delhi,5040,4.96,4.4,0.59,18,f,t,9.7
1390,Cozy Ghaziabad Vaishali Studio,Rohit Kumar,Ghaziabad Vaishali,Hotel room,1250,2,7,0.87,235,28.629826,77.33743,Market Area,Uttar Pradesh,1625,4.34,4.1,1.2,7,f,t,7.5
1391,Modern Stay near Uttam Nagar,Riya Kumar,Uttam Nagar,Entire home/apt,1600,1,31,0.26,282,28.619481,77.063227,Dense/Chawl-type Area,Delhi,2560,4.08,4.6,0.31,15,f,f,6.5
1392,Comfortable Home in Ghaziabad Vaishali,Neha Chauhan,Ghaziabad Vaishali,Private room,1550,1,22,0.15,130,28.646503,77.341721,Market Area,Uttar Pradesh,1395,3.89,4.3,0.84,7,f,t,5.8
1393,Modern Stay near Gurgaon Cyber City,Nisha Gupta,Gurgaon Cyber City,Entire home/apt,4000,2,61,0.44,102,28.511416,77.092413,Corporate/Developed Area,Haryana,6400,4.0,4.5,1.86,23,f,f,6.2
1394,Modern Stay near Hauz Khas,Megha Jain,Hauz Khas,Private room,2200,2,42,0.26,229,28.549748,77.189213,Green & Peaceful,Delhi,1980,4.42,4.1,1.62,14,f,f,7.7
1395,Family Home in Gurgaon DLF Phase 2,Riya Bansal,Gurgaon DLF Phase 2,Private room,2700,7,12,0.63,279,28.474101,77.089936,Market Area,Haryana,2430,4.2,4.6,5.81,19,f,t,6.9
1396,Cozy Noida Sector 137 Studio,Varun Saini,Noida Sector 137,Entire home/apt,2350,1,17,0.86,236,28.512392,77.399755,Developed Residential,Uttar Pradesh,3760,4.79,4.7,0.59,15,f,t,9.1
1397,Comfortable Home in Gurgaon DLF Phase 2,Manish Agarwal,Gurgaon DLF Phase 2,Entire home/apt,4000,2,44,0.1,85,28.483572,77.087565,Market Area,Haryana,6400,4.32,3.7,1.03,19,f,f,7.4
1398,Budget Stay around Noida Sector 137,Simran Jain,Noida Sector 137,Entire home/apt,2450,3,23,0.36,184,28.511525,77.419286,Developed Residential,Uttar Pradesh,3920,4.1,4.7,0.68,17,f,f,6.6
1399,Modern Stay near Vikaspuri,Ankit Sharma,Vikaspuri,Entire home/apt,3150,1,25,0.04,149,28.635953,77.069618,Developed Residential,Delhi,5040,4.54,4.3,0.9,9,f,t,8.2
1400,Peaceful Retreat near Mahipalpur,Riya Singh,Mahipalpur,Private room,1250,14,28,0.33,118,28.552514,77.118755,Dense/Chawl-type Area,Delhi,1125,4.65,4.8,2.53,8,f,f,8.5
1401,Premium Stay - Karol Bagh,Manish Saini,Karol Bagh,Entire home/apt,3100,2,13,0.62,106,28.657921,77.180401,Market Area,Delhi,4960,4.0,4.1,1.58,17,f,f,6.2
1402,City Stay - Lajpat Nagar,Megha Kumar,Lajpat Nagar,Entire home/apt,3600,3,23,0.19,149,28.572491,77.246417,Market Area,Delhi,5760,4.0,4.1,2.77,13,f,t,6.2
1403,Modern Stay near Hauz Khas,Karan Singh,Hauz Khas,Entire home/apt,3650,2,36,0.25,173,28.544536,77.194466,Green & Peaceful,Delhi,5840,3.84,4.9,0.47,21,f,t,5.7
1404,Family Home in Noida Sector 137,Rohit Malhotra,Noida Sector 137,Private room,1900,5,16,1.84,109,28.505359,77.403775,Developed Residential,Uttar Pradesh,1710,4.68,3.9,2.68,6,f,f,8.7
1405,Private Room near Gurgaon Cyber City,Megha Mishra,Gurgaon Cyber City,Entire home/apt,4000,1,23,0.75,63,28.508575,77.085972,Corporate/Developed Area,Haryana,6400,4.6,4.8,0.27,9,f,t,8.4
1406,Bright Apartment in Noida Sector 62,Rahul Sharma,Noida Sector 62,Entire home/apt,2450,2,53,0.58,146,28.624159,77.358416,Corporate/Developed Area,Uttar Pradesh,3920,4.37,4.2,2.83,20,f,f,7.5
1407,Modern Stay near Uttam Nagar,Amit Malhotra,Uttam Nagar,Entire home/apt,1100,1,12,1.2,172,28.62353,77.066383,Dense/Chawl-type Area,Delhi,1760,4.81,4.3,0.68,11,f,f,9.1
1408,Family Home in Faridabad Sector 15,Karan Mishra,Faridabad Sector 15,Entire home/apt,1350,1,22,0.22,365,28.408949,77.318269,Developed Residential,Haryana,2160,4.77,4.0,0.65,5,f,f,9.0
